"","Genus","Species","Date","GrowthT","Rep","LeafT","Resp","Rarea","Rmass","individual1","individual","LeafT2"
"539","Zea","mays","1/14/15",15,2,23.256816,-0.734928802,0.734928802,0.03637738493,"Zeamays15","Zeamays15r2",540.879490457856
"540","Zea","mays","1/14/15",15,2,32.5373523,-1.415227646,1.415227646,0.07005070523,"Zeamays15","Zeamays15r2",1058.67929469432
"541","Zea","mays","1/14/15",15,2,41.23341994,-2.212393792,2.212393792,0.109508704,"Zeamays15","Zeamays15r2",1700.19491994839
"542","Zea","mays","1/14/15",15,2,43.8096199,-2.342595193,2.342595193,0.1159533915,"Zeamays15","Zeamays15r2",1919.28279578248
"543","Zea","mays","1/14/15",15,3,13.76134297,-0.645488172,0.645488172,0.02692909728,"Zeamays15","Zeamays15r3",189.374560337968
"544","Zea","mays","1/14/15",15,3,22.70685387,-0.289867973,0.289867973,0.01209299129,"Zeamays15","Zeamays15r3",515.601212673534
"545","Zea","mays","1/14/15",15,3,32.01387392,-1.004869036,1.004869036,0.04192209432,"Zeamays15","Zeamays15r3",1024.88812336566
"546","Zea","mays","1/14/15",15,3,40.77728574,-2.128479535,2.128479535,0.08879795933,"Zeamays15","Zeamays15r3",1662.78703232161
"547","Zea","mays","1/14/15",15,3,46.6129882,-1.92512235,1.92512235,0.0803141084,"Zeamays15","Zeamays15r3",2172.77066893334
"548","Zea","mays","12/15/14",20,1,13.8292424,-0.659710448,0.659710448,0.01892884122,"Zeamays20","Zeamays20r1",191.247945357958
"549","Zea","mays","12/15/14",20,1,23.33776691,-0.631389848,0.631389848,0.01811624813,"Zeamays20","Zeamays20r1",544.651364345491
"550","Zea","mays","12/15/14",20,1,32.67723222,-1.21382842,1.21382842,0.03482795443,"Zeamays20","Zeamays20r1",1067.80150555981
"551","Zea","mays","12/15/14",20,1,41.31447403,-2.304335196,2.304335196,0.06611748404,"Zeamays20","Zeamays20r1",1706.88576437554
"552","Zea","mays","12/15/14",20,1,42.24918946,-2.323846201,2.323846201,0.06667730648,"Zeamays20","Zeamays20r1",1784.99401002697
"553","Zea","mays","12/15/14",20,2,13.73144726,-0.382257356,0.382257356,0.01019769011,"Zeamays20","Zeamays20r2",188.552643854161
"554","Zea","mays","12/15/14",20,2,23.47517917,-0.854585896,0.854585896,0.02279825884,"Zeamays20","Zeamays20r2",551.084037063602
"555","Zea","mays","12/15/14",20,2,32.31853469,-1.307020341,1.307020341,0.03486810183,"Zeamays20","Zeamays20r2",1044.48768450873
"556","Zea","mays","12/15/14",20,2,41.11999623,-2.318716911,2.318716911,0.06185768871,"Zeamays20","Zeamays20r2",1690.85408995521
"557","Zea","mays","12/15/14",20,2,43.17851136,-2.268980406,2.268980406,0.06053084054,"Zeamays20","Zeamays20r2",1864.38384326565
"563","Zea","mays","12/22/14",25,1,13.7874619,-0.304077726,0.304077726,0.01205596353,"Zeamays25","Zeamays25r1",190.094105643952
"564","Zea","mays","12/22/14",25,1,22.74431463,-1.111364178,1.111364178,0.04406296438,"Zeamays25","Zeamays25r1",517.303847988432
"565","Zea","mays","12/22/14",25,1,31.87228866,-1.436944057,1.436944057,0.05697143749,"Zeamays25","Zeamays25r1",1015.84278442636
"566","Zea","mays","12/22/14",25,1,40.86130298,-2.612557828,2.612557828,0.1035817465,"Zeamays25","Zeamays25r1",1669.64608122336
"567","Zea","mays","12/22/14",25,1,43.20368524,-3.057071584,3.057071584,0.1212056669,"Zeamays25","Zeamays25r1",1866.55841831699
"573","Zea","mays","12/22/14",25,3,13.79881119,-1.054818713,1.054818713,0.04652238153,"Zeamays25","Zeamays25r3",190.407190257269
"574","Zea","mays","12/22/14",25,3,22.73275809,-0.945126972,0.945126972,0.04168446866,"Zeamays25","Zeamays25r3",516.77829037846
"575","Zea","mays","12/22/14",25,3,31.75466517,-1.543641508,1.543641508,0.06808172657,"Zeamays25","Zeamays25r3",1008.35876005881
"576","Zea","mays","12/22/14",25,3,40.91498697,-2.388135333,2.388135333,0.1053278082,"Zeamays25","Zeamays25r3",1674.03615875527
"577","Zea","mays","12/22/14",25,3,46.39915545,-2.830742158,2.830742158,0.1248488153,"Zeamays25","Zeamays25r3",2152.88162647326
"583","Zea","mays","1/21/15",30,2,13.85292078,-0.27403122,0.27403122,0.008684537353,"Zeamays30","Zeamays30r2",191.903414136956
"584","Zea","mays","1/21/15",30,2,23.14758951,-0.740440405,0.740440405,0.02346587504,"Zeamays30","Zeamays30r2",535.810900123462
"585","Zea","mays","1/21/15",30,2,32.19181585,-1.179828411,1.179828411,0.03739086342,"Zeamays30","Zeamays30r2",1036.31300772031
"586","Zea","mays","1/21/15",30,2,41.37033775,-1.596633279,1.596633279,0.05060015193,"Zeamays30","Zeamays30r2",1711.50484554907
"587","Zea","mays","1/21/15",30,2,43.81073181,-1.901456185,1.901456185,0.06026053267,"Zeamays30","Zeamays30r2",1919.38022172775
"593","Zea","mays","3/12/15",30,4,13.86088649,-0.177094214,0.177094214,0.005924798743,"Zeamays30","Zeamays30r4",192.124174288665
"594","Zea","mays","3/12/15",30,4,22.91113118,-0.411897653,0.411897653,0.01378029606,"Zeamays30","Zeamays30r4",524.919931947168
"595","Zea","mays","3/12/15",30,4,31.94374717,-1.0441458,1.0441458,0.03493255701,"Zeamays30","Zeamays30r4",1020.40298326088
"596","Zea","mays","3/12/15",30,4,40.8466862,-1.97491917,1.97491917,0.06607216778,"Zeamays30","Zeamays30r4",1668.45177352127
"597","Zea","mays","3/12/15",30,4,44.17891901,-2.450648801,2.450648801,0.08198800296,"Zeamays30","Zeamays30r4",1951.77688489214
"598","Zea","mays","3/12/15",30,5,13.87554148,-0.259765336,0.259765336,0.00921453982,"Zeamays30","Zeamays30r5",192.530651363201
"599","Zea","mays","3/12/15",30,5,22.92938946,-0.783449,0.783449,0.02779093674,"Zeamays30","Zeamays30r5",525.756901008359
"600","Zea","mays","3/12/15",30,5,32.11467809,-1.021258731,1.021258731,0.03622665519,"Zeamays30","Zeamays30r5",1031.35254882433
"601","Zea","mays","3/12/15",30,5,41.27766817,-1.542372937,1.542372937,0.05471190682,"Zeamays30","Zeamays30r5",1703.84588955263
"602","Zea","mays","3/12/15",30,5,43.95489718,-1.973325408,1.973325408,0.06999889151,"Zeamays30","Zeamays30r5",1932.03298610437
"603","Zea","mays","3/12/15",30,6,13.79281712,-0.466996445,0.466996445,0.01450340423,"Zeamays30","Zeamays30r6",190.241804105765
"604","Zea","mays","3/12/15",30,6,22.94135571,-0.587807652,0.587807652,0.0182554109,"Zeamays30","Zeamays30r6",526.30580181275
"605","Zea","mays","3/12/15",30,6,31.97084828,-0.980183633,0.980183633,0.03044134406,"Zeamays30","Zeamays30r6",1022.13513974278
"606","Zea","mays","3/12/15",30,6,40.86444657,-1.260313968,1.260313968,0.0391412893,"Zeamays30","Zeamays30r6",1669.90299347238
"607","Zea","mays","3/12/15",30,6,45.93049253,-3.59297267,3.59297267,0.1115861494,"Zeamays30","Zeamays30r6",2109.61014404839
"608","Zea","mays","1/30/15",35,1,13.97652639,-0.217475943,0.217475943,0.007918150718,"Zeamays35","Zeamays35r1",195.343289930366
"609","Zea","mays","1/30/15",35,1,22.86034793,-0.348493431,0.348493431,0.01268840809,"Zeamays35","Zeamays35r1",522.595507480655
"610","Zea","mays","1/30/15",35,1,31.9035613,-0.446036774,0.446036774,0.01623989467,"Zeamays35","Zeamays35r1",1017.83722362286
"611","Zea","mays","1/30/15",35,1,40.85061437,-0.981452265,0.981452265,0.03573400742,"Zeamays35","Zeamays35r1",1668.77269440645
"612","Zea","mays","1/30/15",35,1,44.40371538,-1.73249198,1.73249198,0.0630788511,"Zeamays35","Zeamays35r1",1971.68993954805
"613","Zea","mays","1/30/15",35,2,13.87934461,-0.428653959,0.428653959,0.01296356432,"Zeamays35","Zeamays35r2",192.636206803136
"614","Zea","mays","1/30/15",35,2,22.92684472,-1.164475567,1.164475567,0.03521664408,"Zeamays35","Zeamays35r2",525.640208814992
"615","Zea","mays","1/30/15",35,2,32.43871987,-1.686131291,1.686131291,0.05099281364,"Zeamays35","Zeamays35r2",1052.27054680433
"616","Zea","mays","1/30/15",35,2,41.28867994,-1.802332349,1.802332349,0.0545070233,"Zeamays35","Zeamays35r2",1704.75509118776
"617","Zea","mays","1/30/15",35,2,44.20341145,-2.661976595,2.661976595,0.08050480831,"Zeamays35","Zeamays35r2",1953.94158381799
"618","Zea","mays","1/30/15",35,3,13.8997205,-0.552710438,0.552710438,0.0154401695,"Zeamays35","Zeamays35r3",193.20222997812
"619","Zea","mays","1/30/15",35,3,22.81361212,-1.026825787,1.026825787,0.02868475626,"Zeamays35","Zeamays35r3",520.460897961811
"620","Zea","mays","1/30/15",35,3,31.69033337,-1.952973526,1.952973526,0.05455703422,"Zeamays35","Zeamays35r3",1004.27722910174
"621","Zea","mays","1/30/15",35,3,40.90464333,-2.428722145,2.428722145,0.06784724701,"Zeamays35","Zeamays35r3",1673.18984595451
"622","Zea","mays","1/30/15",35,3,45.46540235,-3.40749737,3.40749737,0.09518969314,"Zeamays35","Zeamays35r3",2067.10281084739
