"","Genus","Species","Source","Rep","GrowthT","Larea_P","Lmass_P","LMA_P","Nconc_P","Cconc_P","Nper_P","Cper_P","CN_P","Larea_R","Lmass_R","LMA_R","Nconc_R","Cconc_R","Nper_R","Cper_R","CN_R","Vcmax23","Ha_Vcmax","deltaS_Vcmax","Vpmax23","Ha_Vpmax","deltaS_Vpmax","Jmax23","Ha_Jmax","deltaS_Jmax","a_Vcmax","b_Vcmax","c_Vcmax","a_Vpmax","b_Vpmax","c_Vpmax","a_Jmax","b_Jmax","c_Jmax","RMSE_vcmax_nls","RMSE_vpmax_nls","RMSE_jmax_nls","RMSE_vcmax_lm","RMSE_vpmax_lm","RMSE_jmax_lm","Vcmax14_obs","Tleaf14_Vcmax_obs","Vcmax23_obs","Tleaf23_Vcmax_obs","Vcmax32_obs","Tleaf32_Vcmax_obs","Vcmax41_obs","Tleaf41_Vcmax_obs","Vcmax50_obs","Tleaf50_Vcmax_obs","Vpmax14_obs","Tleaf14_Vpmax_obs","Vpmax23_obs","Tleaf23_Vpmax_obs","Vpmax32_obs","Tleaf32_Vpmax_obs","Vpmax41_obs","Tleaf41_Vpmax_obs","Vpmax50_obs","Tleaf50_Vpmax_obs","Jmax14_obs","Tleaf14_Jmax_obs","Jmax23_obs","Tleaf23_Jmax_obs","Jmax32_obs","Tleaf32_Jmax_obs","Jmax41_obs","Tleaf41_Jmax_obs","Jmax50_obs","Tleaf50_Jmax_obs","Topt_Vcmax","Topt_Vpmax","Topt_Jmax","Vcmax25","Vpmax25","Jmax25","Vcmax25_poly","Vpmax25_poly","Jmax25_poly","Topt_Vcmax_poly","Topt_Vpmax_poly","Topt_Jmax_poly","a","b","c","RMSE_R","phenology","climate","lifespan","photosynthesis","PFT","R25","R_Topt"
"172","Pinus","pinea","A",3,35,5.266,0.0913,0.017337638,0.028,0.803,1.64,47.67,"28.67857143",5.266,0.0913,0.017337638,0.028,0.803,1.64,47.67,"28.67857143",41.25941775,56040.70098,620.9303383,-9999,-9999,-9999,67.31898331,36553.28194,628.2944461,1.240211441,0.136260376,-0.001191325,-9999,-9999,-9999,2.070582822,0.139910497,-0.001877481,2.676692085,-9999,1.945346245,0.05508898,-9999,0.055483373,19.24850935,14.06963745,38.73615902,23.04081227,83.87831657,31.95836273,129.8420525,41.03301562,142.1479718,46.2625973,-9999,14.06963745,-9999,23.04081227,-9999,31.95836273,-9999,41.03301562,-9999,46.2625973,40.00651841,14.06963745,70.79361283,23.04081227,99.60831443,31.95836273,115.3656389,41.03301562,87.05107901,46.2625973,323.7849941,-9999,319.266912,48.01516672,-9999,74.18131325,49.50842867,-9999,81.03811474,57.18859937,-9999,37.26016235,-1.843225284,0.125273237,-0.001141273,0.024402527,"evergreen","nontropical","perennial","C3","TeNE",1.777681972,54.88313418
"173","Pinus","pinea","A",4,35,11.635,0.1221,0.010494199,0.045,1.039,2.05,47.01,"23.08888889",11.635,0.1221,0.010494199,0.045,1.039,2.05,47.01,"23.08888889",17.63544619,63493.28684,-9999,-9999,-9999,-9999,34.37936487,26624.1141,623.2964174,1.261372386,0.076823294,-4.56e-05,-9999,-9999,-9999,1.825442569,0.110631273,-0.001454335,6.016768762,-9999,2.058329786,0.077634444,-9999,0.01520481,10.07143601,13.91805392,20.18539091,22.96511738,41.97389885,31.91203968,66.67988428,41.05265984,118.5851241,46.00585497,-9999,13.91805392,-9999,22.96511738,-9999,31.91203968,-9999,41.05265984,-9999,46.00585497,21.75049182,13.91805392,37.11614134,22.96511738,47.11130409,31.91203968,51.16592603,41.05265984,46.02853489,46.00585497,-9999,-9999,321.5332274,20.96580951,-9999,36.91468121,23.41648488,-9999,39.73630511,841.9331466,-9999,38.03501353,-2.15579818,0.085404628,-0.00036509,0.104788664,"evergreen","nontropical","perennial","C3","TeNE",0.779685976,116.963645
"174","Pinus","sylvestris","B",1,15,11.068,0.2073,0.018729671,0.025,1.097,1.06,46.9,"43.88",11.068,0.2073,0.018729671,0.025,1.097,1.06,46.9,"43.88",10.19537296,45765.51261,619.6668573,-9999,-9999,-9999,19.73848707,22410.19261,639.1300194,0.913928175,0.069929241,-0.000323799,-9999,-9999,-9999,0.997528168,0.155726763,-0.00282462,2.548804342,-9999,1.229540937,0.124206868,-9999,0.033346608,6.003969306,14.01545106,11.81794058,22.92002942,14.42799458,32.03760881,29.9979533,40.96270429,24.77976042,42.67092338,-9999,14.01545106,-9999,22.92002942,-9999,32.03760881,-9999,40.96270429,-9999,42.67092338,13.8384966,14.01545106,21.7913784,22.92002942,21.6483171,32.03760881,14.79730472,40.96270429,11.63122775,42.67092338,324.0441381,-9999,313.4398939,11.53890197,-9999,20.79011097,11.70229453,-9999,22.76694275,107.9825469,-9999,27.56596483,-5.383360806,0.28569888,-0.003553484,0.126044603,"evergreen","nontropical","perennial","C3","TeNE",0.630138075,40.19982615
"175","Pinus","sylvestris","B",2,15,3.752,0.069,0.018390192,0.02,0.976,0.94,46.65,"48.8",3.752,0.069,0.018390192,0.02,0.976,0.94,46.65,"48.8",48.36492873,56384.58869,641.0928159,-9999,-9999,-9999,91.4838254,35076.65775,642.790771,0.718998842,0.219117756,-0.00331684,-9999,-9999,-9999,1.946541681,0.199797696,-0.003571238,0.105232899,-9999,1.03160499,0.086333828,-9999,0.099906499,23.87752343,13.89166597,48.2596457,23.0181653,82.21119669,32.0742767,67.04129551,41.06510896,44.63426749,44.83227304,-9999,13.89166597,-9999,23.0181653,-9999,32.0742767,-9999,41.06510896,-9999,44.83227304,59.7460306,13.89166597,90.72799463,23.0181653,116.8548888,32.0742767,68.76134781,41.06510896,37.80951081,44.83227304,313.5638283,-9999,312.0015234,55.74899119,-9999,99.25093643,61.8009,-9999,110.9922154,33.03110423,-9999,27.97316678,-5.318860612,0.328567149,-0.004041868,0.118155118,"evergreen","nontropical","perennial","C3","TeNE",1.446505177,40.64545456
"176","Pinus","sylvestris","B",3,15,6.494,0.1143,0.017600862,0.053,1.126,2.25,47.65,"21.24528302",6.494,0.1143,0.017600862,0.053,1.126,2.25,47.65,"21.24528302",42.31122948,23956.39813,619.3087529,-9999,-9999,-9999,84.61312232,40546.97776,647.7562785,1.473454334,0.145250373,-0.001938836,-9999,-9999,-9999,1.7328881,0.20950642,-0.003827487,11.0327828,-9999,3.249743981,0.14290885,-9999,0.056249171,22.2582995,14.01019294,44.6820133,22.98635688,71.42547152,31.99106334,50.14931157,40.93770746,65.3871763,46.24097942,-9999,14.01019294,-9999,22.98635688,-9999,31.99106334,-9999,40.93770746,-9999,46.24097942,50.95182695,14.01019294,87.49640566,22.98635688,99.65117484,31.99106334,45.83839647,40.93770746,26.1465419,46.24097942,323.531742,-9999,309.7691292,45.12620766,-9999,92.15963427,49.05495346,-9999,97.3554767,37.4581382,-9999,27.36866247,-1.483801086,0.087769562,-0.000524484,0.042744602,"evergreen","nontropical","perennial","C3","TeNE",1.466143416,83.67228499
"177","Pinus","sylvestris","B",1,20,7.929,0.1335,0.016836928,0.034,1.218,1.34,47.89,"35.82352941",7.929,0.1335,0.016836928,0.034,1.218,1.34,47.89,"35.82352941",20.35742876,100079.6765,646.0583526,-9999,-9999,-9999,26.33279306,23811.08578,634.7973679,-0.292553689,0.214692549,-0.002749063,-9999,-9999,-9999,1.479452698,0.134010887,-0.002262662,2.647128055,-9999,1.020542335,0.156614439,-9999,0.030020325,9.529278832,13.9266915,18.86005295,23.01313943,53.17068233,31.96445979,49.67337735,40.94362142,42.51443159,44.63639303,-9999,13.9266915,-9999,23.01313943,-9999,31.96445979,-9999,40.94362142,-9999,44.63639303,18.607009,13.9266915,27.75577772,23.01313943,32.20844786,31.96445979,24.71108571,40.94362142,18.60008301,44.63639303,313.6118061,-9999,315.6198177,26.1936292,-9999,27.94437213,28.69134427,-9999,30.4340262,39.04830964,-9999,29.61354832,-1.148654163,0.0093662,0.000608902,0.174038933,"evergreen","nontropical","perennial","C3","TeNE",0.586292953,-7.691062782
"178","Pinus","sylvestris","B",2,20,8.756,0.1496,0.017085427,0.033,1.219,1.32,48.73,"36.93939394",8.756,0.1496,0.017085427,0.033,1.219,1.32,48.73,"36.93939394",42.00565991,70037.30571,644.2954397,-9999,-9999,-9999,56.40873843,31140.50294,640.2223106,0.530533905,0.216127946,-0.003141562,-9999,-9999,-9999,1.778875959,0.170245465,-0.002948525,3.744065764,-9999,1.627532495,0.103272156,-9999,0.037792835,20.03602826,14.05392119,39.98084232,23.00251036,80.15510279,31.96382068,57.47223692,40.93712381,55.01771036,43.29498819,-9999,14.05392119,-9999,23.00251036,-9999,31.96382068,-9999,40.93712381,-9999,43.29498819,36.9679096,14.05392119,58.97262448,23.00251036,70.32008007,31.96382068,45.99435303,40.93712381,36.34621283,43.29498819,312.5903587,-9999,313.1414161,49.99068351,-9999,60.76760951,52.99812693,-9999,66.1671554,34.39817128,-9999,28.86959434,-1.91102086,0.112763715,-0.000888748,0.010185413,"evergreen","nontropical","perennial","C3","TeNE",1.422768743,63.43967714
"179","Pinus","sylvestris","B",3,20,5.197,0.0816,0.015701366,0.031,1.066,1.38,47.01,"34.38709677",5.197,0.0816,0.015701366,0.031,1.066,1.38,47.01,"34.38709677",39.33447944,28311.33336,612.2420243,-9999,-9999,-9999,75.22865915,23388.46852,638.1979924,1.47665742,0.131638562,-0.00153178,-9999,-9999,-9999,2.224574548,0.164190659,-0.002947745,7.365096293,-9999,4.639691788,0.08451167,-9999,0.029401309,19.87984865,13.8925099,41.15423255,23.04984606,66.17889424,32.0411085,63.23967453,41.07573788,78.74041554,46.6323072,-9999,13.8925099,-9999,23.04984606,-9999,32.0411085,-9999,41.07573788,-9999,46.6323072,51.94545458,13.8925099,82.84457894,23.04984606,85.79134876,32.0411085,57.12914392,41.07573788,31.21501328,46.6323072,327.4013384,-9999,313.9239499,42.47292783,-9999,79.52406674,45.16213686,-9999,88.85451061,42.96915138,-9999,27.8502129,-0.900684007,0.038755669,0.000220756,0.124970071,"evergreen","nontropical","perennial","C3","TeNE",1.228974854,-87.77932821
"180","Pinus","sylvestris","B",1,25,7.081,0.1391,0.019644118,0.015,0.775,0.94,47.28,"51.66666667",7.081,0.1391,0.019644118,0.015,0.775,0.94,47.28,"51.66666667",47.63247345,44152.85719,627.5505174,-9999,-9999,-9999,87.62666996,29866.43713,641.9506744,1.908145538,0.112546117,-0.00114619,-9999,-9999,-9999,2.216911163,0.174007933,-0.003110526,7.169308684,-9999,3.117871467,0.076776936,-9999,0.034148004,26.52771359,13.99002178,45.86512585,23.00675818,82.62843038,31.96080663,88.22405244,40.78347456,108.5828328,41.83143117,-9999,13.99002178,-9999,23.00675818,-9999,31.96080663,-9999,40.78347456,-9999,41.83143117,57.83131217,13.99002178,92.83907607,23.00675818,103.259877,31.96080663,64.73854577,40.78347456,55.36969971,41.83143117,319.9001458,-9999,312.2603516,53.59756322,-9999,93.85021146,54.89539685,-9999,101.8020919,49.0957364,-9999,27.97081998,-1.680048045,0.106282873,-0.000768214,0.048512749,"evergreen","nontropical","perennial","C3","TeNE",1.643601605,69.17528842
"181","Pinus","sylvestris","B",2,25,6.373,0.0777,0.01219206,0.012,0.642,0.65,33.8,"53.5",6.373,0.0777,0.01219206,0.012,0.642,0.65,33.8,"53.5",25.8732343,57675.27992,630.1774874,-9999,-9999,-9999,48.93686885,31900.97789,636.4986647,1.018398369,0.129470497,-0.001287633,-9999,-9999,-9999,1.686311993,0.158990822,-0.00256092,1.008895843,-9999,1.954471144,0.065345325,-9999,0.036665039,13.59743135,14.00054646,25.50599972,23.05385194,48.78799667,32.02082179,69.57301041,40.99756534,62.89452323,43.65993206,-9999,14.00054646,-9999,23.05385194,-9999,32.02082179,-9999,40.99756534,-9999,43.65993206,30.67878515,14.00054646,52.43455041,23.05385194,64.04136035,32.02082179,52.31744795,40.99756534,40.39909736,43.65993206,319.0767986,-9999,314.9998803,30.18026666,-9999,53.02404665,31.51267776,-9999,58.00374574,50.27459632,-9999,31.04174007,-2.793863679,0.155391986,-0.00163028,0.028807696,"evergreen","nontropical","perennial","C3","TeNE",1.074666878,47.65805547
"182","Pinus","sylvestris","B",3,25,10.899,0.1407,0.012909441,0.016,0.818,0.94,46.74,"51.125",10.899,0.1407,0.012909441,0.016,0.818,0.94,46.74,"51.125",26.10547675,44895.14254,-9999,-9999,-9999,-9999,51.85668007,21533.04312,632.3450062,2.119122559,0.051680311,2.77e-05,-9999,-9999,-9999,2.192271183,0.128843627,-0.002115297,6.366452818,-9999,3.860741541,0.089725263,-9999,0.015000169,16.54454212,13.98035402,30.26109938,22.9364624,43.94261137,31.92708338,62.89634379,40.9270803,98.73317603,44.7765007,-9999,13.98035402,-9999,22.9364624,-9999,31.92708338,-9999,40.9270803,-9999,44.7765007,35.60881621,13.98035402,57.81063941,22.9364624,62.00350792,31.92708338,50.89811456,40.9270803,41.27944179,44.7765007,-9999,-9999,316.7855766,29.50200346,-9999,54.76574411,30.82817783,-9999,59.81768867,-933.5969316,-9999,30.45521374,-1.204856361,0.089352612,-0.000551639,0.023696768,"evergreen","nontropical","perennial","C3","TeNE",1.982154357,80.98824126
"183","Pinus","sylvestris","B",1,30,5.875,0.0872,0.014842553,0.013,0.897,0.67,46.06,"69",5.875,0.0872,0.014842553,0.013,0.897,0.67,46.06,"69",19.59959693,61378.22716,634.0118135,-9999,-9999,-9999,30.12735544,39268.72583,641.0516607,0.417549066,0.15652162,-0.001803459,-9999,-9999,-9999,0.866357294,0.186790401,-0.003111919,3.356553332,-9999,0.782311561,0.102426691,-9999,0.078689319,9.716101923,13.94617998,20.42594275,23.10049947,36.0781162,32.07247514,53.12373841,41.00888883,39.28855379,43.02324618,-9999,13.94617998,-9999,23.10049947,-9999,32.07247514,-9999,41.00888883,-9999,43.02324618,18.20662887,13.94617998,30.7047172,23.10049947,41.27598506,32.07247514,29.41540416,41.00888883,21.12545137,43.02324618,317.2938219,-9999,312.9790324,23.05187015,-9999,33.14669236,24.61676268,-9999,36.27643031,43.39483476,-9999,30.01209679,-4.755843656,0.224229026,-0.002453968,0.038220296,"evergreen","nontropical","perennial","C3","TeNE",0.504671243,45.68702963
"184","Pinus","sylvestris","B",2,30,1.146,0.0216,0.018848168,0.014,0.619,1.05,46.32,"44.21428571",1.146,0.0216,0.018848168,0.014,0.619,1.05,46.32,"44.21428571",75.51176583,59073.49609,635.9335851,-9999,-9999,-9999,128.139723,27926.05302,633.1384076,1.197457519,0.204997848,-0.002774141,-9999,-9999,-9999,2.66092219,0.154916856,-0.002424638,3.016814676,-9999,14.60531354,0.093904368,-9999,0.037997388,35.51411683,13.99541055,76.74591144,22.96291073,138.145995,31.98272793,161.2441311,41.04333027,107.5357405,45.53340706,-9999,13.99541055,-9999,22.96291073,-9999,31.98272793,-9999,41.04333027,-9999,45.53340706,76.2743086,13.99541055,146.0064429,22.96291073,168.5259421,31.98272793,131.4204214,41.04333027,113.1231495,45.53340706,316.2312685,-9999,316.5613234,88.14357779,-9999,137.6499865,98.35326549,-9999,151.1760467,36.9479898,-9999,31.94639258,-0.295417645,0.063457545,-0.000496912,0.045747736,"evergreen","nontropical","perennial","C3","TeNE",2.665658619,63.85193211
"185","Pinus","sylvestris","B",3,30,9.575,0.116,0.012114883,0.027,0.963,1.34,48.43,"35.66666667",9.575,0.116,0.012114883,0.027,0.963,1.34,48.43,"35.66666667",14.68270296,37713.54332,-9999,-9999,-9999,-9999,32.6361803,14138.85184,624.9281089,0.62998585,0.112899949,-0.000988143,-9999,-9999,-9999,2.240198979,0.091069793,-0.001460955,2.674787361,-9999,2.212728118,0.112463777,-9999,0.047441308,6.995706369,13.90581687,17.25059385,23.02559632,24.61574023,32.0276457,31.16113294,41.06469638,46.95085923,46.25769131,-9999,13.90581687,-9999,23.02559632,-9999,32.0276457,-9999,41.06469638,-9999,46.25769131,24.91096983,13.90581687,36.66501407,23.02559632,36.2496937,32.0276457,35.92875093,41.06469638,27.08551436,46.25769131,-9999,-9999,320.3610365,16.27153908,-9999,33.8608831,17.02861827,-9999,36.73928991,57.12734742,-9999,31.16789192,-1.593483763,0.098327683,-0.000752117,0.056272891,"evergreen","nontropical","perennial","C3","TeNE",1.483842448,65.3672495
"186","Pinus","sylvestris","B",1,35,11.95,0.1378,0.011531381,0.016,0.72,1.07,47.43,"45",11.95,0.1378,0.011531381,0.016,0.72,1.07,47.43,"45",21.84064391,45949.75685,611.7664759,-9999,-9999,-9999,45.352309,28060.56273,632.4794264,1.40736251,0.08327856,-0.000435228,-9999,-9999,-9999,1.851888874,0.138014924,-0.002127677,0.262789255,-9999,2.58185259,0.013470533,-9999,0.017507655,12.08836163,13.95062718,21.62202549,23.03211374,38.04158766,31.96387232,60.27386462,40.97745485,69.00165197,44.35564569,-9999,13.95062718,-9999,23.03211374,-9999,31.96387232,-9999,40.97745485,-9999,44.35564569,28.92046591,13.95062718,49.55212217,23.03211374,58.90957475,31.96387232,52.75231948,40.97745485,43.28593347,44.35564569,328.2527495,-9999,316.89565,24.74473657,-9999,48.75266461,24.96086629,-9999,53.11523597,95.67242108,-9999,32.43324066,-2.575416557,0.134314884,-0.001182784,0.019937557,"evergreen","nontropical","perennial","C3","TeNE",1.044163186,56.77914484
"187","Pinus","sylvestris","B",2,35,11.79,0.1674,0.014198473,0.019,0.746,1.2,47.85,"39.26315789",11.79,0.1674,0.014198473,0.019,0.746,1.2,47.85,"39.26315789",25.12099335,46022.82383,612.95617,-9999,-9999,-9999,51.66834722,22222.31425,628.4898605,1.295555641,0.101072517,-0.000723682,-9999,-9999,-9999,2.328493964,0.113723349,-0.001737168,0.627066851,-9999,2.715845103,0.003849328,-9999,0.025672052,13.01459774,13.95299743,25.45482924,23.02089383,44.24976803,32.05045245,68.63561068,40.97436201,80.19933933,45.29432913,-9999,13.95299743,-9999,23.02089383,-9999,32.05045245,-9999,40.97436201,-9999,45.29432913,35.83735191,13.95299743,56.20982416,23.02089383,64.34643877,32.05045245,61.35653309,40.97436201,48.91483284,45.29432913,327.6158004,-9999,318.7501904,28.46541716,-9999,54.75191197,29.08048021,-9999,59.4923604,69.83211002,-9999,32.73240465,-1.829712363,0.122813978,-0.001047838,0.045109367,"evergreen","nontropical","perennial","C3","TeNE",1.796317184,58.60353426
"188","Pinus","sylvestris","B",3,35,12.712,0.1496,0.011768408,0.021,0.923,1.12,48.56,"43.95238095",12.712,0.1496,0.011768408,0.021,0.923,1.12,48.56,"43.95238095",21.41074108,50400.79658,623.1810833,-9999,-9999,-9999,43.51982537,29566.85003,633.66002,1.128866845,0.105511697,-0.000854477,-9999,-9999,-9999,1.876321069,0.133641485,-0.002068465,0.956287108,-9999,1.215036362,0.035122556,-9999,0.033458597,11.48459227,13.97187563,22.06364803,22.92685347,36.91284136,31.94216948,58.99975781,40.90875919,58.48158474,43.83762213,-9999,13.97187563,-9999,22.92685347,-9999,31.94216948,-9999,40.90875919,-9999,43.83762213,28.66941116,13.97187563,45.30191719,22.92685347,57.58542885,31.94216948,50.68129101,40.90875919,41.30695405,43.83762213,322.3830291,-9999,316.3467258,24.52865672,-9999,46.94570002,25.34575708,-9999,50.63116363,61.74053534,-9999,32.30449967,-1.377418755,0.055846584,-2.45e-05,0.053045042,"evergreen","nontropical","perennial","C3","TeNE",1.003455145,1140.905828
"189","Pinus","sylvestris","A",1,15,3.668,0.0845,0.023037077,0.028,0.659,2.03,47.7,"23.53571429",3.668,0.0845,0.023037077,0.028,0.659,2.03,47.7,"23.53571429",41.94773465,79887.89961,647.0493942,-9999,-9999,-9999,73.15960228,38505.4063,639.7493875,-0.085456546,0.262443851,-0.003937532,-9999,-9999,-9999,1.93636219,0.171752746,-0.002816805,4.063812007,-9999,0.952782241,0.157716531,-9999,0.084144063,18.32790523,14.05244526,38.58806313,23.12243256,84.51890986,32.11082679,66.15424174,41.04941295,41.24511778,43.59236585,-9999,14.05244526,-9999,23.12243256,-9999,32.11082679,-9999,41.04941295,-9999,43.59236585,46.46635079,14.05244526,72.2152592,23.12243256,102.8592552,32.11082679,74.41767145,41.04941295,54.16083153,43.59236585,311.7597363,-9999,313.5941163,50.95742339,-9999,80.45564845,55.40568157,-9999,87.32855505,33.32593138,-9999,30.48715203,-11.48158943,0.713814731,-0.009990314,0.428516774,"evergreen","nontropical","perennial","C3","TeNE",1.127308329,35.72534116
"190","Pinus","sylvestris","A",2,15,4.577,0.1243,0.027157527,0.048,1.123,2.11,49.26,"23.39583333",4.577,0.1243,0.027157527,0.048,1.123,2.11,49.26,"23.39583333",30.90589382,70750.82498,640.8151362,-9999,-9999,-9999,56.1053296,38450.07039,639.5146041,-0.755021939,0.293795671,-0.004443714,-9999,-9999,-9999,1.00106441,0.228374831,-0.003860015,9.989893666,-9999,3.757240413,0.315602232,-9999,0.157311097,13.92502673,13.91383098,27.75494418,23.08190316,59.4665888,31.96602146,75.40321468,41.05542579,19.63300723,46.49488449,-9999,13.91383098,-9999,23.08190316,-9999,31.96602146,-9999,41.05542579,-9999,46.49488449,33.36031388,13.91383098,58.13917588,23.08190316,76.37749908,31.96602146,62.25706253,41.05542579,22.48370887,46.49488449,314.3348987,-9999,313.7078679,37.06012891,-9999,61.70789401,45.26566179,-9999,73.54709795,33.0574476,-9999,29.58211924,-6.345694502,0.381911228,-0.004769694,0.219184944,"evergreen","nontropical","perennial","C3","TeNE",1.247357628,40.03519139
"191","Pinus","sylvestris","A",1,25,6.114,0.1654,0.027052666,0.042,1.158,1.73,47.81,"27.57142857",6.114,0.1654,0.027052666,0.042,1.158,1.73,47.81,"27.57142857",34.65095633,49938.47954,-9999,-9999,-9999,-9999,59.21731681,30221.53973,633.0668907,2.570372944,0.0342444,0.000426879,-9999,-9999,-9999,2.322555763,0.120015398,-0.0017689,8.85308461,-9999,1.679903256,0.073990052,-9999,0.032691185,22.51778845,13.95368745,37.61349037,23.03408197,59.81488966,32.03952804,95.33496921,40.74690745,132.0836461,42.2122166,-9999,13.95368745,-9999,23.03408197,-9999,32.03952804,-9999,40.74690745,-9999,42.2122166,38.95758994,13.95368745,61.76876129,23.03408197,78.68424509,32.03952804,75.48646236,40.74690745,66.06096745,42.2122166,-9999,-9999,316.6626538,39.70108505,-9999,64.01381263,40.17651451,-9999,67.85535134,-40.11015221,-9999,33.92373837,-1.683019393,0.073648932,-5.27e-05,0.055287769,"evergreen","nontropical","perennial","C3","TeNE",1.133442762,698.6142742
"192","Pinus","sylvestris","A",2,25,5.479,0.1328,0.024238,0.036,0.966,1.81,48.53,"26.83333333",5.479,0.1328,0.024238,0.036,0.966,1.81,48.53,"26.83333333",23.52932453,60066.32732,-9999,-9999,-9999,-9999,39.82602255,32306.98391,620.4796325,1.223126222,0.095651535,-0.00034141,-9999,-9999,-9999,1.28812265,0.149359535,-0.001885912,6.494305775,-9999,6.563302821,0.093600233,-9999,0.063924504,11.90427371,14.01566014,25.16289777,22.94998022,50.9009497,30.20020059,77.00497,39.90740908,173.8551782,49.18822391,-9999,14.01566014,-9999,22.94998022,-9999,30.20020059,-9999,39.90740908,-9999,49.18822391,20.70710015,14.01566014,38.10178367,22.94998022,65.46097301,30.20020059,66.29867176,39.90740908,59.33092632,49.18822391,-9999,-9999,323.1655255,27.71276562,-9999,43.44745866,29.995071,-9999,46.68468852,140.0829102,-9999,39.59876264,-6.004747857,0.28776277,-0.002992568,0.01265157,"evergreen","nontropical","perennial","C3","TeNE",0.506093551,48.07956718
"193","Pinus","sylvestris","A",3,25,2.5,0.067,0.0268,0.033,0.814,1.96,47.68,"24.66666667",2.5,0.067,0.0268,0.033,0.814,1.96,47.68,"24.66666667",55.17491531,196079.9355,671.1822687,-9999,-9999,-9999,86.4466115,54597.94419,640.1413469,0.747303729,0.195344033,-0.002290607,-9999,-9999,-9999,1.118606381,0.237919601,-0.003701462,14.34624013,-9999,6.098475298,0.160530927,-9999,0.16024904,21.53430086,14.01183598,49.0392909,23.12145747,133.7607246,32.0989151,109.8905516,41.05629906,141.9032972,46.66195209,-9999,14.01183598,-9999,23.12145747,-9999,32.0989151,-9999,41.05629906,-9999,46.66195209,45.54229435,14.01183598,84.39837925,23.12145747,144.9421575,32.0989151,131.3475613,41.05629906,55.05722723,46.66195209,783.3320335,-9999,313.9621462,73.91047164,-9999,99.28222668,66.63802012,-9999,115.9527323,42.64023651,-9999,32.13859793,-2.484833938,0.079429732,0.000193415,0.220208531,"evergreen","nontropical","perennial","C3","TeNE",0.685089167,-205.3350284
"194","Pinus","sylvestris","A",1,30,8.884,0.225,0.02532643,0.026,0.858,1.43,47.04,"33",8.884,0.225,0.02532643,0.026,0.858,1.43,47.04,"33",18.65397473,40788.13657,-9999,-9999,-9999,-9999,27.4304978,26356.5406,626.7964103,0.948572183,0.106225185,-0.000848843,-9999,-9999,-9999,1.988805419,0.084888101,-0.001102202,2.757791587,-9999,1.224505446,0.126138956,-9999,0.052956147,9.056649341,14.03310673,23.02733201,22.93216999,26.87865285,31.94326782,49.39711692,40.9088707,54.17626544,43.5339288,-9999,14.03310673,-9999,22.93216999,-9999,31.94326782,-9999,40.9088707,-9999,43.5339288,19.54821731,14.03310673,28.20341265,22.93216999,35.11912573,31.94326782,40.83600752,40.9088707,33.99727384,43.5339288,-9999,-9999,319.7265869,20.84643808,-9999,29.41070003,21.62121771,-9999,30.63464478,62.57059738,-9999,38.50840558,-1.651445948,0.063519479,-0.000105106,0.052879625,"evergreen","nontropical","perennial","C3","TeNE",0.878841809,302.1679645
"195","Pinus","sylvestris","A",2,30,11.706,0.3125,0.026695712,0.038,0.939,1.92,47.69,"24.71052632",11.706,0.3125,0.026695712,0.038,0.939,1.92,47.69,"24.71052632",41.54008854,31096.53474,601.5449059,-9999,-9999,-9999,41.40304571,28603.69042,628.7559592,1.917975102,0.100072992,-0.000928726,-9999,-9999,-9999,1.798652279,0.130239665,-0.001880327,6.464877494,-9999,4.064022032,0.076127448,-9999,0.037675929,23.08863963,13.90454138,38.86622592,22.73147158,70.43259789,31.55568299,77.31106438,41.02185528,100.6544061,46.23359768,-9999,13.90454138,-9999,22.73147158,-9999,31.55568299,-9999,41.02185528,-9999,46.23359768,26.12206188,13.90454138,41.8878689,22.73147158,59.93042142,31.55568299,51.9184446,41.02185528,45.01668863,46.23359768,333.3254284,-9999,318.7919231,45.2081593,-9999,44.63969768,46.49506342,-9999,48.39708934,53.87648793,-9999,34.63218928,-3.211427318,0.152575978,-0.001444542,0.05418008,"evergreen","nontropical","perennial","C3","TeNE",0.740917257,52.81121162
"196","Pinus","sylvestris","A",3,30,8.887,0.1917,0.021570834,0.028,0.977,1.39,48.44,"34.89285714",8.887,0.1917,0.021570834,0.028,0.977,1.39,48.44,"34.89285714",30.70304193,39317.05528,600.8025533,-9999,-9999,-9999,53.93105187,34199.28956,633.5963158,1.367046019,0.11005294,-0.000913471,-9999,-9999,-9999,1.767860978,0.15417914,-0.002325894,3.963448168,-9999,2.326357926,0.051775991,-9999,0.03498554,15.48153796,14.05130291,29.53493135,23.04344221,56.33829246,32.25184353,71.21029565,41.05738772,91.32088837,45.14177528,-9999,14.05130291,-9999,23.04344221,-9999,32.25184353,-9999,41.05738772,-9999,45.14177528,32.95913788,14.05130291,56.63125199,23.04344221,76.98743333,32.25184353,67.87452421,41.05738772,52.14438994,45.14177528,334.019061,-9999,316.5150888,34.17126675,-9999,58.91750658,34.72465712,-9999,64.62850814,60.23886728,-9999,33.14405742,-2.283096269,0.082409168,-0.00026361,0.083151686,"evergreen","nontropical","perennial","C3","TeNE",0.678667767,156.3086446
