"","Genus","Species","Source","Rep","GrowthT","Larea_P","Lmass_P","LMA_P","Nconc_P","Cconc_P","Nper_P","Cper_P","CN_P","Larea_R","Lmass_R","LMA_R","Nconc_R","Cconc_R","Nper_R","Cper_R","CN_R","Vcmax23","Ha_Vcmax","deltaS_Vcmax","Vpmax23","Ha_Vpmax","deltaS_Vpmax","Jmax23","Ha_Jmax","deltaS_Jmax","a_Vcmax","b_Vcmax","c_Vcmax","a_Vpmax","b_Vpmax","c_Vpmax","a_Jmax","b_Jmax","c_Jmax","RMSE_vcmax_nls","RMSE_vpmax_nls","RMSE_jmax_nls","RMSE_vcmax_lm","RMSE_vpmax_lm","RMSE_jmax_lm","Vcmax14_obs","Tleaf14_Vcmax_obs","Vcmax23_obs","Tleaf23_Vcmax_obs","Vcmax32_obs","Tleaf32_Vcmax_obs","Vcmax41_obs","Tleaf41_Vcmax_obs","Vcmax50_obs","Tleaf50_Vcmax_obs","Vpmax14_obs","Tleaf14_Vpmax_obs","Vpmax23_obs","Tleaf23_Vpmax_obs","Vpmax32_obs","Tleaf32_Vpmax_obs","Vpmax41_obs","Tleaf41_Vpmax_obs","Vpmax50_obs","Tleaf50_Vpmax_obs","Jmax14_obs","Tleaf14_Jmax_obs","Jmax23_obs","Tleaf23_Jmax_obs","Jmax32_obs","Tleaf32_Jmax_obs","Jmax41_obs","Tleaf41_Jmax_obs","Jmax50_obs","Tleaf50_Jmax_obs","Topt_Vcmax","Topt_Vpmax","Topt_Jmax","Vcmax25","Vpmax25","Jmax25","Vcmax25_poly","Vpmax25_poly","Jmax25_poly","Topt_Vcmax_poly","Topt_Vpmax_poly","Topt_Jmax_poly","a","b","c","RMSE_R","phenology","climate","lifespan","photosynthesis","PFT","R25","R_Topt"
"84","Elymus","canadensis","A",3,30,20.274,0.1141,0.005627898,0.029,0.681,1.78,42.34,"23.48275862",20.274,0.1141,0.005627898,0.029,0.681,1.78,42.34,"23.48275862",28.16724033,62981.7266,641.5661192,-9999,-9999,-9999,55.87798803,9057.306565,629.1479404,-0.122648025,0.236724289,-0.003501727,-9999,-9999,-9999,2.820100397,0.096512603,-0.001766922,2.653965494,-9999,9.294699624,0.128533855,-9999,0.172624966,12.88941041,13.95307692,27.93135351,23.00769231,50.50786837,31.97461538,48.41582246,40.95538462,28.89872687,43.94538462,-9999,13.95307692,-9999,23.00769231,-9999,31.97461538,-9999,40.95538462,-9999,43.94538462,44.39209377,13.95307692,68.59308082,23.00769231,49.09191476,31.97461538,58.59756942,40.95538462,33.12187737,43.94538462,313.6052076,-9999,318.089646,33.03466076,-9999,57.11458088,36.8508858,-9999,62.09025996,33.80107443,-9999,27.31093833,-2.187337096,0.11474634,-0.001083661,0.074391579,"nonevergreen","nontropical","perennial","C3","NC3",1.004041545,52.94384595
"85","Elymus","canadensis","A",4,30,28.437,0.1821,0.006403629,0.027,0.671,1.74,42.77,"24.85185185",28.437,0.1821,0.006403629,0.027,0.671,1.74,42.77,"24.85185185",11.61957843,58233.3572,639.405608,-9999,-9999,-9999,19.50926839,25761.60453,636.1624375,-0.597632213,0.204144008,-0.00291028,-9999,-9999,-9999,0.294737383,0.20409814,-0.003511969,0.577386452,-9999,3.67581069,0.067014783,-9999,0.207128797,5.561043062,13.89538462,11.63606228,23.06384615,20.96129786,32.06692308,18.16707438,40.99384615,14.75723276,44.42384615,-9999,13.89538462,-9999,23.06384615,-9999,32.06692308,-9999,40.99384615,-9999,44.42384615,11.67270165,13.89538462,23.99377763,23.06384615,20.93195541,32.06692308,22.61751172,40.99384615,9.116863381,44.42384615,314.4701191,-9999,314.9937709,13.48924764,-9999,20.79349332,14.68818179,-9999,24.5868108,35.07291962,-9999,29.05750745,-1.167388209,0.022228249,-3.65e-06,0.029121731,"nonevergreen","nontropical","perennial","C3","NC3",0.541203131,3048.500114
"86","Elymus","canadensis","A",1,35,19.519,0.1044,0.005348635,0.023,0.693,1.38,42.08,"30.13043478",19.519,0.1044,0.005348635,0.023,0.693,1.38,42.08,"30.13043478",9.744025999,85734.3417,643.2947895,-9999,-9999,-9999,19.4598389,23055.38769,629.307725,-1.75873436,0.26532637,-0.003652898,-9999,-9999,-9999,1.741036642,0.083538897,-0.001225593,3.060071907,-9999,1.349257077,0.234514373,-9999,0.070269427,3.808285958,13.94923077,8.662487214,23.06230769,22.03618279,31.95538462,27.35624345,40.98307692,12.97969865,44.01538462,-9999,13.94923077,-9999,23.06230769,-9999,31.95538462,-9999,40.98307692,-9999,44.01538462,14.932939,13.94923077,18.32080202,23.06230769,26.15573812,31.95538462,21.73559542,40.98307692,20.86100046,44.01538462,313.9437805,-9999,318.3575633,12.12538517,-9999,20.66258375,13.34796062,-9999,21.40261902,36.31724276,-9999,34.08100442,-3.955963457,0.235461439,-0.002991337,0.090789861,"nonevergreen","nontropical","perennial","C3","NC3",1.062885261,39.35722938
"87","Elymus","canadensis","A",2,35,18.831,0.117,0.006213159,0.025,0.703,1.49,42.5,"28.12",18.831,0.117,0.006213159,0.025,0.703,1.49,42.5,"28.12",4.012908832,85468.93121,633.777206,-9999,-9999,-9999,8.036013125,48250.79141,639.7080269,-2.721941084,0.242197972,-0.002608381,-9999,-9999,-9999,-1.395037255,0.240733041,-0.003684827,1.588324965,-9999,1.604032432,0.102812262,-9999,0.150696735,1.139759677,13.93923077,4.647075478,23.10076923,9.883525894,32.03538462,19.83384789,40.99461538,14.96307994,41.58384615,-9999,13.93923077,-9999,23.10076923,-9999,32.03538462,-9999,40.99461538,-9999,41.58384615,3.439489533,13.93923077,9.354084861,23.10076923,11.90557688,32.03538462,12.54798987,40.99461538,7.589742522,41.58384615,318.6880888,-9999,313.9399672,5.040598006,-9999,9.075642714,5.489132456,-9999,10.17844083,46.42688155,-9999,32.66544613,-1.334172435,0.03577033,-7.15e-06,0.092943118,"nonevergreen","nontropical","perennial","C3","NC3",0.641218966,2500.664841
"88","Elymus","canadensis","A",3,35,12.057,0.0619,0.005133947,0.017,0.649,1.1,41.44,"38.17647059",12.057,0.0619,0.005133947,0.017,0.649,1.1,41.44,"38.17647059",6.296868934,59577.98621,640.1339762,-9999,-9999,-9999,14.78174147,8689.246966,622.4150911,-1.113685766,0.201108438,-0.002925547,-9999,-9999,-9999,2.136852197,0.040571272,-0.000659117,0.556305327,-9999,0.645217937,0.144008085,-9999,0.048672436,3.304004221,13.94692308,5.939555673,22.99923077,11.18587586,31.97923077,10.9696369,40.94230769,6.720099614,44.13538462,-9999,13.94692308,-9999,22.99923077,-9999,31.97923077,-9999,40.94230769,-9999,44.13538462,13.46769988,13.94692308,14.08690473,22.99923077,16.97883366,31.97923077,14.57757032,40.94230769,13.95275248,44.13538462,314.1658013,-9999,321.5240378,7.330683311,-9999,15.11703446,8.049082719,-9999,15.47438221,34.3710799,-9999,30.77699014,-2.096579517,0.099471481,-0.001071193,0.144452653,"nonevergreen","nontropical","perennial","C3","NC3",0.75632217,46.4302516
"89","Elymus","canadensis","A",4,35,15.223,0.1069,0.007022269,0.025,0.651,1.63,42.59,"26.04",15.223,0.1069,0.007022269,0.025,0.651,1.63,42.59,"26.04",7.937411678,50842.10027,627.3817716,-9999,-9999,-9999,13.24596377,25230.67642,628.3119844,0.0349801,0.117794584,-0.001157303,-9999,-9999,-9999,0.927779605,0.112678784,-0.001636567,0.855519953,-9999,1.998493217,0.066827927,-9999,0.12808281,4.267980382,13.89923077,8.548561751,23.08846154,13.10829485,32.03,20.8269249,41.01538462,18.0420484,43.70384615,-9999,13.89923077,-9999,23.08846154,-9999,32.03,-9999,41.01538462,-9999,43.70384615,8.647731306,13.89923077,15.53158171,23.08846154,15.07153382,32.03,19.96813991,41.01538462,13.57296034,43.70384615,320.2316665,-9999,318.9224356,9.096106204,-9999,14.1527665,9.549896215,-9999,15.20911528,50.89184853,-9999,34.42535386,-1.609414432,0.075566676,-0.000719215,0.066149625,"nonevergreen","nontropical","perennial","C3","NC3",0.843869674,52.53410006
"90","Glycine","max","A",1,15,20.712,0.1171,0.005653727,0.053,1.002,2.21,41.76,"18.90566038",20.712,0.1171,0.005653727,0.053,1.002,2.21,41.76,"18.90566038",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-6.450637644,0.314132589,-0.004014574,0.194884363,"nonevergreen","nontropical","annual","C3","NC3",0.330737098,39.12402799
"91","Glycine","max","A",2,15,32.118,0.1438,0.00447724,0.04,0.705,2.38,42.33,"17.625",32.118,0.1438,0.00447724,0.04,0.705,2.38,42.33,"17.625",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.333569904,0.066888804,-0.000134312,0.029836865,"nonevergreen","nontropical","annual","C3","NC3",1.290080885,249.004499
"92","Glycine","max","A",3,15,17.396,0.0858,0.004932168,0.058,0.848,2.9,42.16,"14.62068966",17.396,0.0858,0.004932168,0.058,0.848,2.9,42.16,"14.62068966",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.539239421,-0.017780387,0.00059608,0.064432367,"nonevergreen","nontropical","annual","C3","NC3",0.542699859,14.91442052
"93","Glycine","max","A",4,15,32.715,0.0965,0.002949717,0.039,0.594,2.88,43.32,"15.23076923",32.715,0.0965,0.002949717,0.039,0.594,2.88,43.32,"15.23076923",30.60872009,73455.84091,643.0901097,-9999,-9999,-9999,53.15290192,34904.24486,634.5486064,-0.855363528,0.295980865,-0.00445674,-9999,-9999,-9999,1.781335312,0.15743633,-0.002473045,11.13787019,-9999,10.58508144,0.298432411,-9999,0.208121216,12.32242461,13.95857319,28.89795996,23.0315408,59.5435684,32.04234593,71.44303036,40.99637868,23.82934573,43.83359528,-9999,13.95857319,-9999,23.0315408,-9999,32.04234593,-9999,40.99637868,-9999,43.83359528,34.51031485,13.95857319,55.56228865,23.0315408,68.36567897,32.04234593,85.0644921,40.99637868,38.94909235,43.83359528,313.3499458,-9999,316.0601831,36.8491713,-9999,58.14590809,42.89243402,-9999,64.81844342,33.20598122,-9999,31.83045666,-3.045443732,0.176549484,-0.001840469,0.022273835,"nonevergreen","nontropical","annual","C3","NC3",1.243587176,47.96317164
"94","Glycine","max","A",5,15,41.143,0.1444,0.00350971,0.046,0.721,2.76,43.49,"15.67391304",41.143,0.1444,0.00350971,0.046,0.721,2.76,43.49,"15.67391304",53.67851257,77041.09568,647.0748493,-9999,-9999,-9999,66.67472837,26706.82927,634.866165,-1.342668925,0.38040138,-0.006082563,-9999,-9999,-9999,1.984511842,0.169256625,-0.002892936,16.61425644,-9999,12.52499857,0.33780187,-9999,0.240155899,18.29554161,13.95626369,49.84550174,22.95831578,102.6368416,32.0065984,97.04739615,40.99516854,23.96214317,44.11626317,-9999,13.95626369,-9999,22.95831578,-9999,32.0065984,-9999,40.99516854,-9999,44.11626317,46.09958508,13.95626369,71.70657402,22.95831578,76.52070244,32.0065984,88.83610815,40.99516854,33.8428641,44.11626317,311.5916947,-9999,315.6641061,64.699613,-9999,71.31245519,78.70949799,-9999,82.09214101,31.26982762,-9999,29.25343104,-2.469687794,0.126489706,-0.000957053,0.023711775,"nonevergreen","nontropical","annual","C3","NC3",1.098995582,66.08290842
"95","Glycine","max","A",6,15,26.373,0.1109,0.004205058,0.048,0.797,2.54,41.79,"16.60416667",26.373,0.1109,0.004205058,0.048,0.797,2.54,41.79,"16.60416667",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.270416429,0.045832279,0.00026726,0.123549962,"nonevergreen","nontropical","annual","C3","NC3",1.043340773,-85.74483841
"96","Glycine","max","A",1,20,24.415,0.1258,0.00515257,0.028,0.741,1.62,43.14,"26.46428571",24.415,0.1258,0.00515257,0.028,0.741,1.62,43.14,"26.46428571",13.34948816,38073.67721,638.3653715,-9999,-9999,-9999,29.54630357,32989.45306,641.9688314,-1.140879843,0.274498034,-0.00452669,-9999,-9999,-9999,0.52883115,0.219743414,-0.003874408,2.769085745,-9999,2.203658588,0.214328865,-9999,0.075578125,6.226345429,13.97830215,16.5781917,23.10424863,16.56789934,32.04400473,17.7368471,41.0521698,5.9999813,45.26747513,-9999,13.97830215,-9999,23.10424863,-9999,32.04400473,-9999,41.0521698,-9999,45.26747513,17.53978417,13.97830215,33.23248429,23.10424863,35.0355312,32.04400473,23.46102189,41.0521698,11.5943287,45.26747513,314.2625693,-9999,312.3406214,14.68534579,-9999,31.91430808,18.03635838,-9999,36.63160156,30.3199492,-9999,28.35831901,-2.802874386,0.115863831,-0.000840422,0.142080723,"nonevergreen","nontropical","annual","C3","NC3",0.64950669,68.93196358
"97","Glycine","max","A",2,20,22.635,0.1291,0.005703556,0.038,0.859,1.88,42.72,"22.60526316",22.635,0.1291,0.005703556,0.038,0.859,1.88,42.72,"22.60526316",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.812232483,-2.26e-05,0.001173473,0.054884735,"nonevergreen","nontropical","annual","C3","NC3",0.92369113,0.009642806
"98","Glycine","max","A",3,20,27.983,0.1395,0.00498517,0.064,1.079,2.63,44.16,"16.859375",27.983,0.1395,0.00498517,0.064,1.079,2.63,44.16,"16.859375",35.90940912,54807.66667,638.4528865,-9999,-9999,-9999,60.21383491,21082.58677,630.7619655,-0.162922737,0.266273447,-0.00411579,-9999,-9999,-9999,2.178273813,0.150044819,-0.002598195,7.218620657,-9999,12.14344166,0.223950367,-9999,0.262852634,17.14142438,13.93844465,37.13079092,22.95310211,57.79059174,32.06070694,68.6421926,40.9783736,22.12494072,46.42286271,-9999,13.93844465,-9999,22.95310211,-9999,32.06070694,-9999,40.9783736,-9999,46.42286271,45.98511376,13.93844465,65.79218677,22.95310211,60.59345505,32.06070694,84.63725207,40.9783736,26.77464679,46.42286271,314.8047192,-9999,317.5700595,41.34182695,-9999,63.55842653,50.47836257,-9999,74.10790572,32.34779434,-9999,28.87481527,-1.477326718,0.077927409,-0.000449135,0.020278462,"nonevergreen","nontropical","annual","C3","NC3",1.209429756,86.75271698
"99","Glycine","max","A",1,25,46.129,0.1512,0.003277765,0.061,0.686,3.87,43.46,"11.24590164",46.129,0.1512,0.003277765,0.061,0.686,3.87,43.46,"11.24590164",51.93603163,81634.57464,643.3815041,-9999,-9999,-9999,90.81006343,56272.73692,642.6674517,-0.745321659,0.32101681,-0.004756712,-9999,-9999,-9999,0.798673958,0.267516774,-0.004289237,27.46292975,-9999,15.75064454,0.372922014,-9999,0.217156059,18.94316506,13.95096478,45.78725314,23.03891886,110.16455,32.06425681,150.5841398,41.0630097,40.19481942,44.01233204,-9999,13.95096478,-9999,23.03891886,-9999,32.06425681,-9999,41.0630097,-9999,44.01233204,43.4639189,13.95096478,91.48325375,23.03891886,146.2697757,32.06425681,134.740799,41.0630097,53.85837002,44.01233204,313.6529279,-9999,312.7872181,63.9011949,-9999,104.397741,74.22888387,-9999,122.2197237,33.74355888,-9999,31.1846606,-8.130479282,0.458210081,-0.005800534,0.344338031,"nonevergreen","nontropical","annual","C3","NC3",0.740402699,39.49723217
"100","Glycine","max","A",2,25,46.313,0.1022,0.002206724,0.067,0.592,5.02,44.45,"8.835820896",46.313,0.1022,0.002206724,0.067,0.592,5.02,44.45,"8.835820896",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA,-9999,-9999
"101","Glycine","max","A",3,25,51.45,0.1479,0.002874636,0.076,0.775,4.3,43.59,"10.19736842",51.45,0.1479,0.002874636,0.076,0.775,4.3,43.59,"10.19736842",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA,-9999,-9999
"102","Glycine","max","A",1,30,44.416,0.1547,0.003482979,0.058,0.791,3.18,43.68,"13.63793103",44.416,0.1547,0.003482979,0.058,0.791,3.18,43.68,"13.63793103",18.14362851,59721.83451,624.1437801,-9999,-9999,-9999,27.22531387,57559.82242,638.0944252,-1.810900687,0.283700817,-0.00342483,-9999,-9999,-9999,0.940660228,0.148918196,-0.001888946,2.959485625,-9999,1.929329477,0.138301806,-9999,0.103661227,4.981249289,15.0554383,23.077601,23.19054193,36.218542,32.53639808,60.52184454,40.99667212,60.05504547,41.63189609,-9999,15.0554383,-9999,23.19054193,-9999,32.53639808,-9999,40.99667212,-9999,41.63189609,16.62994048,15.0554383,25.19602587,23.19054193,50.67084123,32.53639808,49.8473531,40.99667212,44.00561713,41.63189609,322.2665968,-9999,315.0922479,21.31681783,-9999,31.59097559,23.12931402,-9999,32.55803313,41.41823012,-9999,39.41833905,-1.175785679,-0.042844084,0.002062679,0.099480246,"nonevergreen","nontropical","annual","C3","NC3",0.383769321,10.38554512
"103","Glycine","max","A",2,30,28.209,0.092,0.00326137,0.081,0.731,4.92,44.27,"9.024691358",28.209,0.092,0.00326137,0.081,0.731,4.92,44.27,"9.024691358",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.064215083,0.060687476,-0.000324285,0.021711458,"nonevergreen","nontropical","annual","C3","NC3",1.284402552,93.57119087
"104","Glycine","max","A",3,30,21.618,0.0631,0.002918864,0.07,0.69,4.58,44.85,"9.857142857",21.618,0.0631,0.002918864,0.07,0.69,4.58,44.85,"9.857142857",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.623128933,0.150648866,-0.001557394,0.025797261,"nonevergreen","nontropical","annual","C3","NC3",1.184974514,48.365679
"105","Glycine","max","A",4,30,15.287,0.0482,0.003153006,0.094,0.818,5.13,44.56,"8.70212766",15.287,0.0482,0.003153006,0.094,0.818,5.13,44.56,"8.70212766",48.6940402,71860.66969,-9999,-9999,-9999,-9999,83.87427134,45850.9303,621.28232,2.036447383,0.082714896,6.98e-05,-9999,-9999,-9999,2.863117079,0.080134111,-0.000494324,6.093556079,-9999,3.680772409,0.040350224,-9999,0.055489412,24.00107923,13.91504229,56.86918277,23.00741548,110.124165,31.98994328,252.3121508,40.98557047,335.6603351,43.78723937,-9999,13.91504229,-9999,23.00741548,-9999,31.98994328,-9999,40.98557047,-9999,43.78723937,50.09419078,13.91504229,78.05281315,23.00741548,146.9502345,31.98994328,208.6508958,40.98557047,218.6700999,43.78723937,-9999,-9999,323.2013173,59.22448203,-9999,94.93100465,63.30347172,-9999,95.34649026,-592.576055,-9999,81.05428435,-2.219446615,0.139683265,-0.001419879,0.030423191,"nonevergreen","nontropical","annual","C3","NC3",1.469923776,49.18843456
"106","Glycine","max","A",5,30,29.41,0.1096,0.003726624,0.063,0.901,3,42.73,"14.3015873",29.41,0.1096,0.003726624,0.063,0.901,3,42.73,"14.3015873",59.51334859,94420.44458,647.5900809,-9999,-9999,-9999,86.41954524,49552.11644,638.1074111,0.222395654,0.251426804,-0.003422834,-9999,-9999,-9999,1.800632312,0.176483104,-0.002499709,3.760548243,-9999,1.63528026,0.112929068,-9999,0.034678294,22.85481488,14.00306327,55.72905927,22.96835767,138.5703037,31.94639294,113.6065998,40.89814788,115.3686557,41.63950348,-9999,14.00306327,-9999,22.96835767,-9999,31.94639294,-9999,40.89814788,-9999,41.63950348,44.68985408,14.00306327,88.42489895,22.96835767,139.6592741,31.94639294,125.6732892,40.89814788,121.8052465,41.63950348,312.4244227,-9999,314.7776728,75.10445375,-9999,98.11197108,78.9483939,-9999,104.6259533,36.72786818,-9999,35.30072648,-1.924953578,0.108222195,-0.000934688,0.022902993,"nonevergreen","nontropical","annual","C3","NC3",1.21703954,57.89214943
"107","Glycine","max","A",6,30,23.891,0.0784,0.00328157,0.08,0.975,3.58,43.91,"12.1875",23.891,0.0784,0.00328157,0.08,0.975,3.58,43.91,"12.1875",57.83228198,53954.69608,-9999,-9999,-9999,-9999,92.33021261,35485.80884,625.6504291,1.729699292,0.11572171,-0.00068027,-9999,-9999,-9999,2.350140048,0.136872582,-0.001724667,5.219768795,-9999,6.976337808,0.031903936,-9999,0.002775667,24.87976005,13.92326993,55.05195338,22.99895844,119.2120395,32.0353442,197.0774649,40.99985123,269.5137667,45.25641867,-9999,13.92326993,-9999,22.99895844,-9999,32.0353442,-9999,40.99985123,-9999,45.25641867,50.52087726,13.92326993,97.78192145,22.99895844,143.8889485,32.0353442,157.5258888,40.99985123,150.4128984,45.25641867,-9999,-9999,320.5862397,66.98992063,-9999,101.515988,66.52471565,-9999,109.2935906,85.05577137,-9999,39.6808736,-2.543329954,0.14728377,-0.001479018,0.009478874,"nonevergreen","nontropical","annual","C3","NC3",1.239090628,49.7910515
"108","Glycine","max","A",1,35,30.296,0.0874,0.002884869,0.068,0.532,5.19,40.45,"7.823529412",30.296,0.0874,0.002884869,0.068,0.532,5.19,40.45,"7.823529412",47.98634173,115499.6848,649.0302107,-9999,-9999,-9999,67.43310014,56885.65164,637.9821143,-0.797716274,0.295213462,-0.003795517,-9999,-9999,-9999,1.345689015,0.183682315,-0.002433067,15.81877845,-9999,5.213730454,0.155384269,-9999,0.054390676,14.0111516,13.98257842,45.82258419,22.96536871,136.9179781,31.99531984,112.0069294,40.76023165,161.8760582,40.751981,-9999,13.98257842,-9999,22.96536871,-9999,31.99531984,-9999,40.76023165,-9999,40.751981,31.66035535,13.98257842,68.7614386,22.96536871,119.4183032,31.99531984,111.4524635,40.76023165,127.731509,40.751981,313.6437325,-9999,315.1207048,63.85605714,-9999,78.11097183,67.38496054,-9999,82.85401504,38.88975146,-9999,37.74707752,-5.175194625,0.313393466,-0.00404724,0.031716184,"nonevergreen","nontropical","annual","C3","NC3",1.138961636,38.71693576
"109","Glycine","max","A",2,35,34.407,0.0926,0.002691313,0.077,0.596,5.35,41.12,"7.74025974",34.407,0.0926,0.002691313,0.077,0.596,5.35,41.12,"7.74025974",54.10394675,84704.7743,639.780399,-9999,-9999,-9999,69.34919286,56905.18899,636.8166291,-0.034242839,0.249135786,-0.003052419,-9999,-9999,-9999,1.237201951,0.192722015,-0.002555208,2.290462732,-9999,1.989379489,0.056587992,-9999,0.02904517,17.84416527,13.99666933,54.74054046,22.95804933,130.3254964,32.00422507,164.1924405,40.93521147,145.3296743,42.45913638,-9999,13.99666933,-9999,22.95804933,-9999,32.00422507,-9999,40.93521147,-9999,42.45913638,31.48288168,13.99666933,71.61507869,22.95804933,124.6646614,32.00422507,128.6777612,40.93521147,120.4645089,42.45913638,315.6205539,-9999,315.7012295,67.4778929,-9999,80.41760749,72.70354153,-9999,86.33605139,40.80956894,-9999,37.71160835,-2.701553762,0.133437856,-0.001241189,0.059225691,"nonevergreen","nontropical","annual","C3","NC3",0.868184999,53.7540467
"110","Glycine","max","A",3,35,27.046,0.0717,0.002651039,0.076,0.59,5.34,41.31,"7.763157895",27.046,0.0717,0.002651039,0.076,0.59,5.34,41.31,"7.763157895",37.66870096,67910.141,-9999,-9999,-9999,-9999,68.48023171,36367.00486,621.9601222,1.292386043,0.115241516,-0.000477124,-9999,-9999,-9999,1.885971733,0.142360777,-0.001687342,9.819480223,-9999,7.950554636,0.062093717,-9999,0.028689902,16.46729976,13.91868115,39.55586637,23.01125453,94.85554796,31.95638789,164.4756221,40.92775022,269.2984657,45.3439513,-9999,13.91868115,-9999,23.01125453,-9999,31.95638789,-9999,40.92775022,-9999,45.3439513,34.32765562,13.91868115,71.61200419,23.01125453,113.883199,31.95638789,125.7885636,40.92775022,134.5660037,45.3439513,-9999,-9999,322.5221971,45.32437704,-9999,75.52369185,48.19336125,-9999,80.67288145,120.7667706,-9999,42.18492324,-1.086037209,0.034150011,0.000192022,0.070898488,"nonevergreen","nontropical","annual","C3","NC3",0.893800096,-88.92210393
